Usuário,Objetivo do treino,Tempo (min),Distância (km),Histórico de lesão,Pace (min/km),Peso (kg),Altura (cm),Atividades/semana,Nível,objetivo_encoded,lesao_encoded,nivel_encoded
3939,Bem-estar,86,13.1,Não,6.55,71.6,151.0,6,Intermediário,0,0,2
3940,Maratona,101,11.4,Não,8.88,67.1,185.0,2,Intermediário,2,0,2
3941,Maratona,83,9.7,Não,8.59,97.7,180.0,4,Intermediário,2,0,2
3942,Emagrecimento,102,11.9,Não,8.56,62.1,157.0,7,Intermediário,1,0,2
3943,Maratona,66,11.8,Sim,5.58,73.6,158.0,4,Intermediário,2,1,2
3944,Emagrecimento,25,3.7,Não,6.74,96.9,183.0,7,Iniciante,1,0,1
3945,Bem-estar,35,5.7,Não,6.09,89.5,166.0,7,Iniciante,0,0,1
3946,Emagrecimento,165,17.6,Não,9.35,98.2,163.0,1,Avançado,1,0,0
3947,Emagrecimento,58,6.5,Não,8.88,80.4,153.0,3,Intermediário,1,0,2
3948,Maratona,132,23.0,Não,5.75,66.7,188.0,2,Avançado,2,0,0
3949,Maratona,159,26.2,Não,6.07,91.3,194.0,7,Avançado,2,0,0
3950,Emagrecimento,157,22.0,Sim,7.14,64.6,191.0,1,Avançado,1,1,0
3951,Maratona,90,15.3,Não,5.89,58.2,173.0,5,Avançado,2,0,0
3952,Maratona,129,15.0,Não,8.62,85.3,177.0,1,Avançado,2,0,0
3953,Maratona,74,8.6,Não,8.6,81.9,162.0,4,Intermediário,2,0,2
3954,Emagrecimento,148,18.2,Não,8.12,93.9,159.0,5,Avançado,1,0,0
3955,Maratona,68,8.6,Sim,7.95,98.1,191.0,1,Intermediário,2,1,2
3956,Emagrecimento,40,5.5,Não,7.24,92.9,190.0,6,Intermediário,1,0,2
3957,Maratona,56,9.0,Não,6.24,53.0,189.0,3,Intermediário,2,0,2
3958,Bem-estar,135,15.6,Não,8.68,83.2,173.0,2,Intermediário,0,0,2
3959,Maratona,43,4.9,Não,8.79,89.2,193.0,6,Intermediário,2,0,2
3960,Maratona,74,15.6,Não,4.75,99.1,196.0,5,Avançado,2,0,0
3961,Emagrecimento,44,6.8,Não,6.49,68.7,166.0,7,Intermediário,1,0,2
3962,Emagrecimento,154,33.3,Não,4.63,58.5,161.0,3,Avançado,1,0,0
3963,Maratona,146,16.8,Não,8.7,92.6,173.0,7,Avançado,2,0,0
3964,Bem-estar,112,20.8,Não,5.39,65.9,159.0,1,Intermediário,0,0,2
3965,Maratona,113,14.4,Não,7.87,79.9,194.0,6,Intermediário,2,0,2
3966,Maratona,90,14.3,Não,6.29,69.5,167.0,4,Intermediário,2,0,2
3967,Bem-estar,141,16.4,Não,8.58,70.1,179.0,4,Intermediário,0,0,2
3968,Emagrecimento,43,6.1,Não,7.05,86.6,180.0,3,Intermediário,1,0,2
3969,Maratona,30,4.9,Sim,6.12,68.1,176.0,4,Intermediário,2,1,2
3970,Emagrecimento,92,15.0,Não,6.12,84.7,158.0,2,Intermediário,1,0,2
3971,Emagrecimento,31,5.1,Não,6.13,50.7,200.0,7,Intermediário,1,0,2
3972,Bem-estar,54,6.4,Não,8.44,66.2,159.0,3,Iniciante,0,0,1
3973,Bem-estar,160,19.9,Não,8.06,66.0,188.0,3,Intermediário,0,0,2
3974,Emagrecimento,42,6.9,Não,6.1,87.4,190.0,4,Intermediário,1,0,2
3975,Maratona,102,14.7,Sim,6.95,65.7,157.0,3,Intermediário,2,1,2
3976,Emagrecimento,107,21.9,Não,4.88,81.7,197.0,1,Intermediário,1,0,2
3977,Maratona,99,11.5,Não,8.64,84.4,174.0,5,Intermediário,2,0,2
3978,Maratona,116,19.9,Não,5.83,82.9,181.0,6,Avançado,2,0,0
3979,Bem-estar,159,17.8,Não,8.95,80.2,182.0,5,Intermediário,0,0,2
3980,Maratona,53,7.1,Não,7.48,70.7,175.0,7,Intermediário,2,0,2
3981,Maratona,94,12.8,Não,7.34,68.7,157.0,6,Intermediário,2,0,2
3982,Emagrecimento,178,33.5,Não,5.31,78.2,188.0,4,Avançado,1,0,0
3983,Bem-estar,147,30.3,Não,4.85,53.2,179.0,2,Intermediário,0,0,2
3984,Maratona,160,22.0,Não,7.26,93.8,156.0,2,Avançado,2,0,0
3985,Maratona,50,7.3,Não,6.84,91.3,185.0,4,Intermediário,2,0,2
3986,Bem-estar,149,29.2,Não,5.1,67.3,185.0,7,Intermediário,0,0,2
3987,Emagrecimento,122,14.1,Não,8.68,78.3,177.0,4,Intermediário,1,0,2
3988,Bem-estar,34,5.2,Não,6.59,96.6,155.0,3,Iniciante,0,0,1
3989,Bem-estar,76,13.1,Não,5.8,63.6,168.0,2,Intermediário,0,0,2
3990,Maratona,94,11.1,Não,8.44,87.1,153.0,5,Intermediário,2,0,2
3991,Maratona,53,5.8,Não,9.07,54.1,174.0,4,Intermediário,2,0,2
3992,Emagrecimento,122,20.2,Sim,6.03,76.2,195.0,7,Avançado,1,1,0
3993,Maratona,94,11.2,Não,8.38,94.2,150.0,7,Intermediário,2,0,2
3994,Maratona,48,6.2,Não,7.76,77.6,163.0,5,Intermediário,2,0,2
3995,Bem-estar,35,3.7,Sim,9.45,80.8,190.0,6,Iniciante,0,1,1
3996,Maratona,96,17.4,Sim,5.52,95.4,150.0,5,Avançado,2,1,0
3997,Emagrecimento,56,6.0,Não,9.3,85.8,151.0,7,Intermediário,1,0,2
3998,Bem-estar,100,16.4,Não,6.08,84.8,181.0,2,Intermediário,0,0,2
3999,Emagrecimento,168,25.6,Não,6.56,79.3,189.0,6,Avançado,1,0,0
4000,Bem-estar,143,22.7,Não,6.29,81.6,189.0,5,Intermediário,0,0,2
4001,Maratona,38,6.5,Sim,5.84,90.2,189.0,3,Intermediário,2,1,2
4002,Bem-estar,121,15.2,Não,7.97,99.0,168.0,3,Intermediário,0,0,2
4003,Bem-estar,155,20.8,Sim,7.45,89.8,194.0,2,Intermediário,0,1,2
4004,Maratona,96,15.9,Não,6.03,85.4,151.0,3,Avançado,2,0,0
4005,Maratona,60,11.6,Não,5.16,56.8,166.0,4,Intermediário,2,0,2
4006,Emagrecimento,80,13.1,Não,6.09,90.9,167.0,6,Intermediário,1,0,2
4007,Emagrecimento,45,7.0,Não,6.41,86.8,158.0,2,Intermediário,1,0,2
4008,Maratona,90,14.1,Não,6.4,88.5,167.0,6,Intermediário,2,0,2
4009,Maratona,122,19.4,Não,6.29,61.6,179.0,7,Avançado,2,0,0
4010,Maratona,89,18.8,Não,4.74,95.2,176.0,5,Avançado,2,0,0
4011,Bem-estar,126,18.5,Não,6.82,54.9,166.0,4,Intermediário,0,0,2
4012,Bem-estar,176,20.3,Não,8.68,62.7,187.0,2,Intermediário,0,0,2
4013,Bem-estar,126,23.3,Não,5.4,83.2,186.0,5,Intermediário,0,0,2
4014,Maratona,122,23.3,Não,5.23,83.7,164.0,5,Avançado,2,0,0
4015,Emagrecimento,38,5.5,Não,6.86,65.7,166.0,5,Intermediário,1,0,2
4016,Maratona,87,13.7,Sim,6.35,85.1,164.0,5,Intermediário,2,1,2
4017,Bem-estar,89,12.2,Sim,7.31,69.4,156.0,5,Intermediário,0,1,2
4018,Bem-estar,132,14.3,Não,9.24,50.0,188.0,2,Intermediário,0,0,2
4019,Maratona,76,9.2,Não,8.3,58.1,152.0,3,Intermediário,2,0,2
4020,Maratona,80,10.1,Não,7.94,94.1,158.0,5,Intermediário,2,0,2
4021,Bem-estar,111,16.9,Não,6.58,61.1,155.0,7,Intermediário,0,0,2
4022,Bem-estar,49,8.2,Não,5.94,55.6,191.0,7,Iniciante,0,0,1
4023,Bem-estar,172,23.9,Não,7.2,84.1,152.0,4,Intermediário,0,0,2
4024,Maratona,146,16.3,Não,8.93,72.0,183.0,2,Avançado,2,0,0
4025,Bem-estar,134,15.1,Não,8.88,89.8,152.0,1,Intermediário,0,0,2
4026,Bem-estar,25,3.7,Não,6.73,93.1,189.0,3,Iniciante,0,0,1
4027,Emagrecimento,37,6.5,Não,5.73,92.3,196.0,4,Intermediário,1,0,2
4028,Maratona,29,5.2,Sim,5.63,65.7,174.0,7,Intermediário,2,1,2
4029,Emagrecimento,111,23.8,Sim,4.67,75.3,190.0,5,Intermediário,1,1,2
4030,Emagrecimento,158,18.1,Não,8.71,82.5,185.0,2,Avançado,1,0,0
4031,Bem-estar,96,16.5,Não,5.82,66.1,190.0,2,Intermediário,0,0,2
4032,Maratona,120,19.1,Não,6.29,52.1,188.0,5,Avançado,2,0,0
4033,Bem-estar,103,12.0,Sim,8.55,74.8,160.0,7,Intermediário,0,1,2
4034,Maratona,71,13.9,Não,5.1,50.6,175.0,4,Intermediário,2,0,2
4035,Emagrecimento,50,7.3,Não,6.81,97.5,198.0,2,Intermediário,1,0,2
4036,Maratona,164,32.1,Não,5.11,89.8,167.0,6,Avançado,2,0,0
4037,Bem-estar,129,19.2,Sim,6.71,59.6,199.0,7,Intermediário,0,1,2
4038,Bem-estar,112,23.6,Não,4.74,64.4,179.0,7,Intermediário,0,0,2
4039,Bem-estar,173,24.4,Sim,7.09,99.1,173.0,3,Intermediário,0,1,2
4040,Maratona,72,8.5,Não,8.48,68.7,183.0,4,Intermediário,2,0,2
4041,Emagrecimento,164,20.8,Não,7.88,89.2,191.0,7,Avançado,1,0,0
4042,Emagrecimento,105,14.9,Sim,7.05,72.3,170.0,5,Intermediário,1,1,2
4043,Maratona,172,19.9,Não,8.64,93.2,152.0,7,Avançado,2,0,0
4044,Bem-estar,21,3.7,Sim,5.64,85.2,185.0,4,Iniciante,0,1,1
4045,Emagrecimento,105,12.1,Não,8.65,51.1,198.0,6,Intermediário,1,0,2
4046,Bem-estar,152,25.9,Não,5.88,64.7,181.0,7,Intermediário,0,0,2
4047,Maratona,23,3.6,Não,6.31,77.9,159.0,4,Intermediário,2,0,2
4048,Bem-estar,25,4.9,Não,5.14,96.3,162.0,7,Iniciante,0,0,1
4049,Emagrecimento,168,33.5,Não,5.01,55.1,195.0,1,Avançado,1,0,0
4050,Emagrecimento,137,15.0,Não,9.16,80.1,151.0,5,Avançado,1,0,0
4051,Bem-estar,108,19.8,Não,5.45,65.1,177.0,3,Intermediário,0,0,2
4052,Maratona,173,28.0,Sim,6.17,94.5,158.0,5,Avançado,2,1,0
4053,Bem-estar,180,25.2,Não,7.15,88.3,164.0,1,Intermediário,0,0,2
4054,Maratona,33,5.3,Não,6.24,68.5,165.0,5,Intermediário,2,0,2
4055,Bem-estar,75,8.5,Não,8.85,58.4,161.0,5,Intermediário,0,0,2
4056,Emagrecimento,100,11.1,Não,9.0,50.6,190.0,3,Intermediário,1,0,2
4057,Maratona,168,27.4,Não,6.13,81.1,167.0,1,Avançado,2,0,0
4058,Maratona,65,13.1,Não,4.96,70.3,167.0,5,Intermediário,2,0,2
4059,Maratona,163,29.4,Não,5.55,65.7,173.0,6,Avançado,2,0,0
4060,Emagrecimento,35,5.1,Não,6.87,99.3,195.0,7,Intermediário,1,0,2
4061,Bem-estar,139,23.4,Sim,5.94,73.3,184.0,5,Intermediário,0,1,2
4062,Emagrecimento,103,15.2,Não,6.77,87.5,153.0,2,Intermediário,1,0,2
4063,Maratona,176,21.2,Não,8.29,58.9,152.0,5,Avançado,2,0,0
4064,Bem-estar,27,4.1,Não,6.6,50.7,178.0,3,Iniciante,0,0,1
4065,Emagrecimento,107,19.5,Não,5.48,70.9,194.0,2,Intermediário,1,0,2
4066,Maratona,150,23.8,Sim,6.29,83.3,166.0,6,Avançado,2,1,0
4067,Maratona,38,4.6,Não,8.21,75.3,162.0,7,Intermediário,2,0,2
4068,Emagrecimento,116,17.5,Não,6.62,94.5,187.0,6,Intermediário,1,0,2
4069,Emagrecimento,85,14.8,Não,5.75,71.7,180.0,6,Intermediário,1,0,2
4070,Emagrecimento,98,14.8,Sim,6.64,65.6,178.0,1,Intermediário,1,1,2
4071,Maratona,105,15.5,Sim,6.77,95.8,157.0,6,Avançado,2,1,0
4072,Emagrecimento,143,23.9,Não,5.98,70.3,159.0,4,Avançado,1,0,0
4073,Maratona,169,17.8,Não,9.48,63.5,164.0,3,Avançado,2,0,0
4074,Emagrecimento,65,7.8,Não,8.34,54.9,160.0,1,Intermediário,1,0,2
4075,Maratona,132,16.6,Sim,7.96,89.7,199.0,2,Avançado,2,1,0
4076,Maratona,110,12.5,Não,8.77,91.3,151.0,4,Intermediário,2,0,2
4077,Bem-estar,160,20.4,Sim,7.83,51.7,181.0,1,Intermediário,0,1,2
4078,Emagrecimento,52,6.2,Sim,8.45,67.9,176.0,3,Intermediário,1,1,2
4079,Emagrecimento,152,23.2,Não,6.56,87.5,166.0,2,Avançado,1,0,0
4080,Maratona,96,13.7,Não,7.0,97.3,194.0,3,Intermediário,2,0,2
4081,Maratona,174,36.8,Sim,4.73,68.9,184.0,3,Avançado,2,1,0
4082,Maratona,140,23.7,Não,5.9,93.6,200.0,2,Avançado,2,0,0
4083,Bem-estar,147,23.2,Não,6.34,69.7,158.0,6,Intermediário,0,0,2
4084,Bem-estar,97,12.7,Sim,7.63,59.0,154.0,5,Intermediário,0,1,2
4085,Maratona,171,25.1,Não,6.82,50.2,157.0,3,Avançado,2,0,0
4086,Emagrecimento,86,11.4,Não,7.54,66.5,163.0,6,Intermediário,1,0,2
4087,Emagrecimento,134,16.6,Sim,8.07,68.9,171.0,7,Avançado,1,1,0
4088,Bem-estar,82,17.4,Não,4.71,97.3,193.0,2,Intermediário,0,0,2
4089,Bem-estar,132,22.8,Sim,5.79,60.3,164.0,3,Intermediário,0,1,2
4090,Maratona,113,21.1,Não,5.35,69.1,196.0,5,Avançado,2,0,0
4091,Emagrecimento,67,12.3,Sim,5.44,51.3,173.0,7,Intermediário,1,1,2
4092,Maratona,31,4.4,Não,7.02,88.2,182.0,2,Intermediário,2,0,2
4093,Bem-estar,175,21.3,Não,8.2,95.8,163.0,1,Intermediário,0,0,2
4094,Emagrecimento,164,28.0,Não,5.86,61.9,158.0,1,Avançado,1,0,0
4095,Emagrecimento,59,6.8,Não,8.62,71.4,193.0,6,Intermediário,1,0,2
4096,Bem-estar,104,11.6,Não,8.96,56.1,155.0,1,Intermediário,0,0,2
4097,Maratona,76,12.2,Não,6.25,72.8,189.0,4,Intermediário,2,0,2
4098,Maratona,106,13.4,Sim,7.91,56.7,179.0,3,Intermediário,2,1,2
4099,Emagrecimento,103,20.2,Não,5.09,76.2,193.0,3,Intermediário,1,0,2
4100,Bem-estar,140,17.0,Não,8.22,86.7,186.0,2,Intermediário,0,0,2
4101,Emagrecimento,93,17.4,Não,5.33,77.7,164.0,4,Intermediário,1,0,2
4102,Bem-estar,126,15.9,Não,7.94,62.3,179.0,3,Intermediário,0,0,2
4103,Maratona,143,21.6,Não,6.61,67.7,151.0,2,Avançado,2,0,0
4104,Bem-estar,119,13.0,Não,9.14,81.9,174.0,5,Intermediário,0,0,2
4105,Maratona,62,9.1,Não,6.82,79.5,154.0,3,Intermediário,2,0,2
4106,Bem-estar,138,29.7,Não,4.65,56.8,171.0,6,Intermediário,0,0,2
4107,Emagrecimento,42,6.1,Não,6.9,92.2,155.0,3,Intermediário,1,0,2
4108,Maratona,174,20.5,Não,8.48,73.8,198.0,5,Avançado,2,0,0
4109,Emagrecimento,56,7.2,Não,7.74,58.1,176.0,5,Intermediário,1,0,2
4110,Emagrecimento,153,16.4,Não,9.33,56.1,196.0,3,Avançado,1,0,0
4111,Maratona,84,9.6,Sim,8.72,98.3,151.0,5,Intermediário,2,1,2
4112,Maratona,153,21.5,Não,7.13,64.1,182.0,2,Avançado,2,0,0
4113,Emagrecimento,41,7.4,Não,5.53,95.4,165.0,3,Intermediário,1,0,2
4114,Emagrecimento,124,27.4,Não,4.52,70.5,172.0,3,Avançado,1,0,0
4115,Emagrecimento,107,11.4,Não,9.4,69.3,194.0,1,Intermediário,1,0,2
4116,Emagrecimento,172,18.7,Não,9.19,85.0,199.0,6,Avançado,1,0,0
4117,Maratona,144,24.5,Não,5.87,50.5,162.0,3,Avançado,2,0,0
4118,Maratona,98,12.7,Não,7.69,66.9,197.0,7,Intermediário,2,0,2
4119,Emagrecimento,109,13.4,Sim,8.15,65.1,184.0,1,Intermediário,1,1,2
4120,Bem-estar,70,9.5,Não,7.39,93.4,198.0,5,Intermediário,0,0,2
4121,Bem-estar,121,13.9,Não,8.71,76.5,178.0,6,Intermediário,0,0,2
4122,Maratona,125,25.6,Não,4.89,68.2,198.0,6,Avançado,2,0,0
4123,Emagrecimento,79,8.8,Não,8.98,63.3,195.0,5,Intermediário,1,0,2
4124,Emagrecimento,65,10.1,Não,6.46,79.5,156.0,2,Intermediário,1,0,2
4125,Maratona,55,8.0,Não,6.9,57.6,166.0,1,Intermediário,2,0,2
4126,Bem-estar,30,4.5,Não,6.72,62.3,162.0,3,Iniciante,0,0,1
4127,Bem-estar,31,4.3,Sim,7.16,64.7,179.0,1,Iniciante,0,1,1
4128,Bem-estar,58,7.7,Não,7.49,80.4,190.0,5,Iniciante,0,0,1
4129,Maratona,158,19.6,Não,8.05,68.7,188.0,5,Avançado,2,0,0
4130,Bem-estar,55,7.7,Sim,7.12,75.3,186.0,7,Iniciante,0,1,1
4131,Maratona,71,9.0,Não,7.92,82.5,169.0,2,Intermediário,2,0,2
4132,Maratona,50,8.1,Não,6.19,97.8,157.0,6,Intermediário,2,0,2
4133,Emagrecimento,52,5.7,Não,9.18,88.2,161.0,6,Intermediário,1,0,2
4134,Bem-estar,160,33.2,Não,4.82,70.3,187.0,5,Intermediário,0,0,2
4135,Maratona,165,22.8,Não,7.23,87.4,157.0,1,Avançado,2,0,0
4136,Bem-estar,77,15.6,Não,4.94,97.5,161.0,6,Intermediário,0,0,2
4137,Bem-estar,171,25.5,Não,6.71,75.0,171.0,7,Intermediário,0,0,2
4138,Emagrecimento,147,25.4,Não,5.79,70.5,154.0,7,Avançado,1,0,0
4139,Bem-estar,50,5.4,Não,9.18,53.9,161.0,3,Iniciante,0,0,1
4140,Emagrecimento,74,16.2,Sim,4.57,94.6,157.0,3,Intermediário,1,1,2
4141,Maratona,29,4.5,Não,6.46,62.3,198.0,1,Intermediário,2,0,2
4142,Bem-estar,149,17.7,Não,8.41,53.2,160.0,2,Intermediário,0,0,2
4143,Maratona,34,6.2,Não,5.44,76.9,193.0,3,Intermediário,2,0,2
4144,Bem-estar,22,2.6,Não,8.58,92.3,156.0,1,Iniciante,0,0,1
4145,Maratona,62,7.0,Não,8.8,70.3,193.0,1,Intermediário,2,0,2
4146,Bem-estar,178,22.1,Não,8.04,89.2,180.0,5,Intermediário,0,0,2
4147,Bem-estar,86,15.5,Não,5.55,91.8,192.0,6,Intermediário,0,0,2
4148,Bem-estar,75,12.8,Sim,5.86,72.7,193.0,5,Intermediário,0,1,2
4149,Bem-estar,82,15.4,Não,5.33,79.5,180.0,6,Intermediário,0,0,2
4150,Bem-estar,34,6.3,Não,5.42,76.7,196.0,2,Iniciante,0,0,1
4151,Bem-estar,128,27.4,Não,4.68,97.0,179.0,2,Intermediário,0,0,2
4152,Bem-estar,135,15.4,Não,8.79,86.3,186.0,2,Intermediário,0,0,2
4153,Bem-estar,111,15.5,Não,7.14,96.3,171.0,1,Intermediário,0,0,2
4154,Bem-estar,157,25.6,Não,6.14,61.0,196.0,1,Intermediário,0,0,2
4155,Maratona,66,11.1,Sim,5.95,65.5,191.0,5,Intermediário,2,1,2
4156,Emagrecimento,76,10.5,Sim,7.22,53.5,158.0,3,Intermediário,1,1,2
4157,Bem-estar,69,11.3,Não,6.13,75.0,179.0,7,Intermediário,0,0,2
4158,Emagrecimento,90,10.2,Não,8.82,93.7,195.0,6,Intermediário,1,0,2
4159,Bem-estar,162,29.2,Não,5.55,66.3,190.0,6,Intermediário,0,0,2
4160,Bem-estar,165,18.5,Não,8.91,56.4,198.0,2,Intermediário,0,0,2
4161,Maratona,101,12.9,Não,7.82,53.4,162.0,6,Intermediário,2,0,2
4162,Maratona,135,14.5,Não,9.28,72.4,168.0,4,Avançado,2,0,0
4163,Emagrecimento,124,27.1,Não,4.58,58.2,175.0,2,Avançado,1,0,0
4164,Maratona,107,22.3,Não,4.8,67.3,162.0,7,Avançado,2,0,0
4165,Maratona,21,3.0,Não,7.0,91.0,170.0,6,Intermediário,2,0,2
4166,Emagrecimento,123,13.6,Não,9.06,69.2,177.0,5,Intermediário,1,0,2
4167,Maratona,103,12.6,Não,8.15,80.5,160.0,6,Intermediário,2,0,2
4168,Bem-estar,62,8.1,Não,7.61,75.1,163.0,1,Intermediário,0,0,2
4169,Emagrecimento,173,37.1,Não,4.66,85.9,156.0,5,Avançado,1,0,0
4170,Emagrecimento,90,14.4,Não,6.27,57.8,186.0,5,Intermediário,1,0,2
4171,Bem-estar,113,18.1,Não,6.23,96.0,168.0,5,Intermediário,0,0,2
4172,Maratona,61,8.5,Não,7.21,82.2,161.0,4,Intermediário,2,0,2
4173,Emagrecimento,152,26.3,Não,5.79,63.5,175.0,4,Avançado,1,0,0
4174,Emagrecimento,158,27.1,Não,5.84,56.2,153.0,6,Avançado,1,0,0
4175,Bem-estar,84,11.1,Sim,7.6,57.5,196.0,2,Intermediário,0,1,2
4176,Bem-estar,53,5.7,Não,9.22,89.1,165.0,6,Iniciante,0,0,1
4177,Maratona,139,17.8,Não,7.8,79.4,194.0,6,Avançado,2,0,0
4178,Emagrecimento,20,2.6,Não,7.84,69.0,175.0,6,Iniciante,1,0,1
4179,Maratona,149,15.8,Não,9.43,66.6,193.0,7,Avançado,2,0,0
4180,Maratona,167,31.7,Não,5.27,92.8,162.0,1,Avançado,2,0,0
4181,Bem-estar,80,17.1,Não,4.67,93.7,159.0,5,Intermediário,0,0,2
4182,Emagrecimento,168,20.4,Não,8.23,79.1,192.0,3,Avançado,1,0,0
4183,Emagrecimento,107,16.0,Não,6.69,76.2,161.0,7,Intermediário,1,0,2
4184,Emagrecimento,87,13.1,Não,6.64,90.8,187.0,2,Intermediário,1,0,2
4185,Bem-estar,146,25.9,Não,5.63,87.5,167.0,2,Intermediário,0,0,2
4186,Bem-estar,159,22.6,Não,7.03,70.0,187.0,5,Intermediário,0,0,2
4187,Bem-estar,41,6.1,Sim,6.71,54.1,195.0,2,Iniciante,0,1,1
4188,Bem-estar,167,26.8,Não,6.23,88.4,199.0,5,Intermediário,0,0,2
4189,Bem-estar,101,15.1,Não,6.71,58.4,168.0,2,Intermediário,0,0,2
4190,Emagrecimento,148,23.1,Não,6.42,50.8,168.0,6,Avançado,1,0,0
4191,Maratona,49,5.3,Não,9.2,92.2,199.0,1,Intermediário,2,0,2
4192,Emagrecimento,145,15.4,Não,9.4,78.9,193.0,7,Avançado,1,0,0
4193,Maratona,116,13.3,Não,8.7,94.6,152.0,7,Intermediário,2,0,2
4194,Bem-estar,43,4.6,Não,9.45,74.2,179.0,2,Iniciante,0,0,1
4195,Maratona,33,5.7,Sim,5.83,96.3,159.0,7,Intermediário,2,1,2
4196,Emagrecimento,55,6.3,Não,8.71,67.7,200.0,2,Intermediário,1,0,2
4197,Emagrecimento,43,6.6,Não,6.53,86.2,157.0,3,Intermediário,1,0,2
4198,Maratona,114,13.9,Sim,8.23,65.0,178.0,7,Intermediário,2,1,2
4199,Bem-estar,74,13.4,Não,5.51,50.1,183.0,1,Intermediário,0,0,2
4200,Bem-estar,43,5.0,Não,8.56,69.0,197.0,7,Iniciante,0,0,1
4201,Emagrecimento,171,34.8,Não,4.92,86.9,192.0,6,Avançado,1,0,0
4202,Maratona,45,7.7,Não,5.85,57.5,162.0,1,Intermediário,2,0,2
4203,Bem-estar,99,11.5,Não,8.61,75.2,179.0,7,Intermediário,0,0,2
4204,Bem-estar,84,10.2,Não,8.24,60.6,198.0,1,Intermediário,0,0,2
4205,Emagrecimento,94,13.4,Não,7.01,53.7,187.0,7,Intermediário,1,0,2
4206,Bem-estar,62,7.9,Não,7.86,80.9,184.0,2,Intermediário,0,0,2
4207,Maratona,48,8.8,Não,5.43,97.6,188.0,4,Intermediário,2,0,2
4208,Emagrecimento,100,12.8,Não,7.84,65.5,166.0,2,Intermediário,1,0,2
4209,Emagrecimento,73,16.1,Sim,4.54,79.0,186.0,5,Intermediário,1,1,2
4210,Maratona,58,6.7,Não,8.67,97.7,162.0,7,Intermediário,2,0,2
4211,Emagrecimento,61,8.6,Não,7.08,82.5,171.0,3,Intermediário,1,0,2
4212,Bem-estar,175,19.0,Não,9.22,83.7,194.0,1,Intermediário,0,0,2
4213,Bem-estar,48,7.0,Sim,6.89,58.9,151.0,5,Iniciante,0,1,1
4214,Maratona,150,22.5,Não,6.67,74.6,171.0,6,Avançado,2,0,0
4215,Bem-estar,157,23.3,Não,6.75,68.4,163.0,5,Intermediário,0,0,2
4216,Maratona,161,25.6,Não,6.3,73.5,160.0,4,Avançado,2,0,0
4217,Maratona,61,11.4,Não,5.33,90.0,192.0,7,Intermediário,2,0,2
4218,Bem-estar,113,13.0,Não,8.71,73.0,185.0,1,Intermediário,0,0,2
4219,Maratona,179,27.8,Não,6.45,53.1,156.0,2,Avançado,2,0,0
4220,Bem-estar,51,7.1,Não,7.15,95.3,175.0,1,Iniciante,0,0,1
4221,Emagrecimento,179,38.9,Sim,4.6,77.2,173.0,3,Avançado,1,1,0
4222,Emagrecimento,45,9.4,Não,4.8,96.2,157.0,1,Intermediário,1,0,2
4223,Maratona,134,17.9,Não,7.49,78.6,190.0,5,Avançado,2,0,0
4224,Bem-estar,148,16.6,Não,8.9,53.5,168.0,5,Intermediário,0,0,2
4225,Bem-estar,75,10.8,Não,6.97,77.6,188.0,2,Intermediário,0,0,2
4226,Emagrecimento,141,26.5,Sim,5.32,78.8,160.0,2,Avançado,1,1,0
4227,Emagrecimento,125,24.6,Não,5.08,60.7,166.0,2,Avançado,1,0,0
4228,Bem-estar,149,16.6,Não,9.0,73.6,155.0,6,Intermediário,0,0,2
4229,Maratona,100,12.5,Não,8.01,73.0,157.0,7,Intermediário,2,0,2
4230,Emagrecimento,177,19.0,Sim,9.33,81.1,194.0,3,Avançado,1,1,0
4231,Maratona,139,28.3,Não,4.91,63.0,155.0,6,Avançado,2,0,0
4232,Maratona,71,7.9,Não,9.01,79.1,155.0,6,Intermediário,2,0,2
4233,Emagrecimento,110,12.6,Não,8.73,62.0,197.0,6,Intermediário,1,0,2
4234,Maratona,156,17.4,Não,8.97,72.3,182.0,1,Avançado,2,0,0
4235,Maratona,41,9.1,Não,4.53,56.1,155.0,4,Intermediário,2,0,2
4236,Bem-estar,53,6.5,Não,8.21,51.9,199.0,7,Iniciante,0,0,1
4237,Maratona,129,17.8,Não,7.24,66.0,157.0,1,Avançado,2,0,0
4238,Bem-estar,68,9.2,Não,7.37,63.7,188.0,2,Intermediário,0,0,2
4239,Emagrecimento,148,21.6,Não,6.85,70.3,152.0,3,Avançado,1,0,0
4240,Emagrecimento,92,11.2,Não,8.21,98.1,181.0,6,Intermediário,1,0,2
4241,Bem-estar,103,10.8,Não,9.5,76.1,177.0,1,Intermediário,0,0,2
4242,Emagrecimento,72,8.9,Não,8.05,77.7,160.0,7,Intermediário,1,0,2
4243,Maratona,119,15.1,Não,7.89,97.1,182.0,5,Avançado,2,0,0
4244,Maratona,143,18.4,Não,7.77,96.1,181.0,7,Avançado,2,0,0
4245,Maratona,64,8.0,Não,7.98,94.2,190.0,6,Intermediário,2,0,2
4246,Emagrecimento,156,25.1,Sim,6.21,54.9,194.0,7,Avançado,1,1,0
4247,Maratona,124,20.3,Sim,6.1,81.7,176.0,1,Avançado,2,1,0
4248,Emagrecimento,169,20.1,Não,8.42,90.4,175.0,5,Avançado,1,0,0
4249,Maratona,165,34.6,Não,4.77,91.8,181.0,1,Avançado,2,0,0
4250,Bem-estar,125,15.1,Não,8.3,78.9,186.0,1,Intermediário,0,0,2
